row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,4.mzML Peak area,6.mzML Peak area,1.mzML Peak area,2.mzML Peak area,10.mzML Peak area,12.mzML Peak area,9.mzML Peak area,3.mzML Peak area,11.mzML Peak area,8.mzML Peak area,7.mzML Peak area,5.mzML Peak area,30.mzML Peak area,21.mzML Peak area,28.mzML Peak area,20.mzML Peak area,19.mzML Peak area,36.mzML Peak area,13.mzML Peak area,18.mzML Peak area,24.mzML Peak area,15.mzML Peak area,14.mzML Peak area,35.mzML Peak area,38.mzML Peak area,40.mzML Peak area,41.mzML Peak area,22.mzML Peak area,29.mzML Peak area,32.mzML Peak area,34.mzML Peak area,33.mzML Peak area,16.mzML Peak area,23.mzML Peak area,17.mzML Peak area,47.mzML Peak area,37.mzML Peak area,A20.mzML Peak area,42.mzML Peak area,A10.mzML Peak area,39.mzML Peak area,52.mzML Peak area,44.mzML Peak area,31.mzML Peak area,27.mzML Peak area,48.mzML Peak area,26.mzML Peak area,25.mzML Peak area,Blank_2.mzML Peak area,Blank_6.mzML Peak area,Blank_5.mzML Peak area,A12.mzML Peak area,A22.mzML Peak area,B12.mzML Peak area,54.mzML Peak area,A11.mzML Peak area,46.mzML Peak area,45.mzML Peak area,43.mzML Peak area,49.mzML Peak area,Blank_3.mzML Peak area,Blank_1.mzML Peak area,Blank_4.mzML Peak area,SixMix_3.mzML Peak area,SixMix_4.mzML Peak area,B22.mzML Peak area,B20.mzML Peak area,A21.mzML Peak area,51.mzML Peak area,B11.mzML Peak area,53.mzML Peak area,50.mzML Peak area,SixMix_1.mzML Peak area,SixMix_2.mzML Peak area,SixMix_0.mzML Peak area,SixMix_7.mzML Peak area,B10.mzML Peak area,A31.mzML Peak area,A32.mzML Peak area,B32.mzML Peak area,C11.mzML Peak area,B21.mzML Peak area,C10.mzML Peak area,SixMix_8.mzML Peak area,B31.mzML Peak area,SixMix_5.mzML Peak area,C30.mzML Peak area,B30.mzML Peak area,SixMix_9.mzML Peak area,SixMix_6.mzML Peak area,C22.mzML Peak area,C32.mzML Peak area,C12.mzML Peak area,C20.mzML Peak area,A30.mzML Peak area,C21.mzML Peak area,PoolQC_5.mzML Peak area,C31.mzML Peak area,PoolQC_2.mzML Peak area,PoolQC_6.mzML Peak area,PoolQC_12.mzML Peak area,PoolQC_11.mzML Peak area,PoolQC_8.mzML Peak area,PoolQC_1.mzML Peak area,PoolQC_10.mzML Peak area,PoolQC_3.mzML Peak area,PoolQC_4.mzML Peak area,PoolQC_7.mzML Peak area,PoolQC_9.mzML Peak area,
1935,189.11202618078616,2.9209657,,,,,,,,,,,11962.015,2391.642,53272.4,40891.914,87417.22,70260.055,72098.05,63507.65,82305.586,35536.082,48885.67,7893.413,65768.98,86221.51,59761.805,73124.78,123493.02,53987.37,7217.7236,91671.37,4859.7285,2932.8315,7580.8057,41523.984,104341.516,10707.693,3420.251,6110.5312,90064.516,10300.494,78870.86,4842.178,49535.664,3761.0818,72436.94,82001.375,61934.066,282901.0,0,151021.55,105349.19,102683.414,87044.06,5759.3066,97272.766,67743.984,98328.69,115583.69,0,0,0,172292.08,214138.92,31402.193,111841.164,175118.19,100990.984,123623.54,101283.55,5257.0225,0,0,0,1293.2764,351.72845,54980.355,48930.254,268767.12,1880.406,38356.02,114855.55,3230.1128,284.4498,0,0,263.8856,53076.727,352290.25,330228.97,54496.13,15395.105,45982.574,75940.77,239.71521,64777.918,313.51434,114377.09,62821.312,227.52614,398.96896,99577.1,97091.164,16711.416,102744.88,278469.88,111017.73,172397.94,108280.125,129623.914,168117.72,165899.42,145212.23,149639.73,145877.56,189766.12,130661.66,166498.1,153985.52,164420.12,
3408,189.12319796865808,3.637545,,,,19,,,,,,,0,0,0,0,0,0,20962.88,0,0,21998.537,25134.854,0,0,0,0,0,0,37936.67,0,36637.117,0,0,0,24849.057,0,0,0,0,0,0,32145.99,0,33589.99,0,40863.965,32396.873,0,0,0,0,0,0,32597.36,0,50187.03,33166.324,50825.316,55157.32,0,0,0,0,0,0,0,0,34592.98,36137.9,28350.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26825.113,0,31506.928,0,0,0,68446.5,0,0,0,53589.812,61120.156,27464.717,42548.348,0,52382.0,35943.715,66791.445,28860.537,30200.562,24839.387,32680.236,33813.5,24604.736,38289.008,31909.71,25371.857,30873.281,31955.04,
43,189.12320336718506,0.54637825,,,,,,,,,,,261.2797,1057.4089,316.97272,0,360.04022,0,1016.05005,708.778,0,702.29376,0,751.3818,0,524.5549,0,653.62744,307.03485,713.6323,2397.2144,1031.3091,1250.131,1964.4585,1038.0073,812.61536,1237.8873,15087.102,3425.6572,1752.1621,0,0,3442.0593,0,1501.4741,8352.135,462.0664,13888.7705,0,177301.47,33582.543,75344.445,1625.1309,1770.8191,9133.364,701.3053,601.48505,15321.45,859.7665,836.88556,0,0,0,48814.19,32042.96,195105.16,801.28796,76196.21,18642.125,34455.312,3279.3518,29303.947,0,0,0,0,0,241817.34,294153.62,25429.754,18888.52,196107.81,517.87244,9686.707,0,0,0,0,89754.51,283775.62,50607.156,328106.03,146075.22,209173.31,127763.89,0,324371.12,0,331352.5,319827.75,0,0,86295.195,415786.44,161450.89,271620.28,289838.7,325779.9,34053.418,343770.78,33985.6,55567.867,9657.605,49978.965,36925.5,3780.224,43114.07,23024.316,18307.62,30325.232,30427.736,
83,190.0427978572432,0.6489657,,,,,,,,,,,980.03546,1189.21,0,0,0,0,0,0,0,0,0,945.23804,0,0,0,0,0,0,3501.8174,0,3538.0557,2612.1553,745.0209,0,0,9746.703,1649.3613,2312.9758,0,5634.549,0,1735.7175,0,10987.434,0,0,0,0,2438.7642,0,0,0,0,6227.536,0,0,0,0,0,0,0,0,0,3509.3816,0,0,0,0,0,5702.9453,0,0,0,0,0,44318.824,27856.31,0,2452.8088,6836.677,0,5877.2695,0,0,0,0,10334.6875,0,0,16419.352,0,10860.361,0,0,26107.969,0,0,19958.281,0,0,0,0,0,0,0,0,2204.3276,0,1230.1313,1877.6599,4229.589,2335.2131,2960.9631,2802.6006,1535.1567,1216.9705,1557.5564,2725.8481,1374.4956,
1425,190.0712531099461,2.654864,,,,,,,,,,,1232.4597,1049.8407,0,0,0,0,0,0,0,0,0,0,718.66516,0,736.8828,0,0,0,0,0,0,0,0,0,658.5416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904.1673,763.9847,0,0,0,0,0,0,0,3498.9736,2384.8765,1472.01,497.681,0,0,448.19507,883.5245,0,0,0,0,2403.845,16762.732,2841.1458,60109.41,46566.688,0,0,0,1331.2175,523.3658,0,0,33046.04,51420.805,6097.5933,41209.52,0,0,0,0,0,0,0,50959.957,0,43071.023,0,0,54210.598,35077.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2970,190.08609014362142,3.3504677,,,,,,,,,,,9092.749,9065.227,10176.633,5866.755,18403.52,14042.189,0,13488.778,19092.154,0,0,10823.883,1011.849,17472.18,1136.8556,10669.15,24709.314,0,20867.938,0,32280.516,25525.16,7914.674,0,3271.559,24718.162,25531.496,27150.525,9744.535,24178.125,0,18568.969,0,33300.094,0,0,952.70764,26808.137,23797.672,13411.169,3640.806,4028.9373,547.3064,18720.639,0,0,0,0,0,0,0,15233.844,20109.656,27899.379,2261.1143,19273.562,0,0,0,25033.355,0,0,0,0,0,54737.418,52217.67,27562.725,20807.99,30159.258,9985.419,21271.898,0,0,0,0,21117.848,37769.266,36594.97,43246.88,0,45000.586,0,0,63647.37,0,0,63934.863,0,0,0,0,0,0,21289.277,0,2057.7476,0,4268.633,26619.025,21293.66,6002.9272,27598.893,14047.977,20212.178,10701.245,20447.467,24294.941,6509.2363,
1397,191.08133130643972,2.6302009,,,,,,,,,,,0,0,21718.688,9803.674,58457.75,43964.434,0,26775.217,41985.848,0,0,0,12408.541,40963.875,8023.667,34695.55,59959.37,0,0,0,0,0,0,0,15631.891,0,0,0,14914.981,0,0,0,0,0,0,0,1426.5431,40083.125,0,22082.69,18214.66,11492.57,0,0,0,0,4213.9,0,0,0,0,25452.158,34286.02,0,17746.877,21996.418,4707.188,0,0,0,0,0,0,0,0,0,0,31643.615,0,0,17090.873,0,0,0,0,0,0,44411.14,50312.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46537.45,0,3359.622,0,0,22588.578,5353.8057,7336.0176,16461.818,2425.0483,0,12256.878,0,7944.4453,0,
2984,191.10647777760985,3.358721,,,,142,,,,,,,0,0,0,0,0,0,368974.16,0,0,328197.34,447310.3,0,0,0,0,0,0,719442.44,0,663538.8,0,0,0,525576.7,1937.7217,3414.8606,6437.7383,0,0,786.00024,696145.6,4618.723,472609.56,0,471384.25,899308.7,0,0,1336.0496,0,3485.0205,0,692814.2,0,837759.1,719554.6,674876.1,679791.1,0,0,0,0,0,0,0,0,874210.7,984727.6,873951.06,4579.478,0,0,0,0,0,0,0,0,2667.3228,0,0,5723.366,0,0,0,0,0,0,0,0,729402.9,0,1050998.2,0,0,0,1654650.6,0,0,0,1624660.1,1505947.5,982802.5,1296200.8,0,1492588.8,781488.9,1794772.5,592924.9,762642.1,676284.0,687288.1,774687.2,550513.6,776299.9,654198.3,612473.56,754922.2,740478.6,
1305,191.1065872184064,2.517494,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,396.7296,0,0,0,0,0,0,0,0,0,0,0,1536.2467,0,0,0,573.66125,0,0,0,0,0,0,0,0,9984.455,0,5607.013,2256.5876,723.628,0,0,0,0,0,0,0,0,0,3772.1692,2182.475,1978.3796,2107.69,3392.6677,0,0,0,0,0,0,0,0,0,4329.5923,2349.4707,9049.394,0,3295.3857,1390.9597,0,0,0,0,0,2119.9636,6075.4033,10877.383,4846.072,0,2629.864,0,0,5990.0205,0,0,5804.291,0,0,0,0,0,0,10843.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3187,191.16403783744633,3.492233,,,,,,,,,,,10295.489,6715.3125,9785.561,3250.298,4712.126,5934.7783,8398.817,4056.7563,14368.173,3450.4954,1418.7878,8448.2295,8726.598,2748.537,15099.486,6222.0015,3035.1875,1840.9822,10004.321,4575.324,5851.692,5403.7163,12257.975,7670.4863,14894.845,7213.8896,14171.932,13352.669,8364.499,2137.0352,4084.3767,2452.7202,1299.3588,3022.2139,2245.7935,9333.344,10267.244,1361.9841,11693.344,7275.654,1887.9268,5152.998,4710.131,9893.069,0,3539.3108,2064.8325,8517.822,21325.096,7594.674,8351.607,5339.9346,7141.7046,2229.3809,3352.2515,2896.715,7591.294,4704.884,3253.533,1934.5887,15156.596,17243.16,7447.55,16662.018,12959.569,8429.183,4699.206,1867.8503,6136.881,10755.716,12040.348,3722.3,16928.969,15862.009,21405.408,9258.301,4184.4224,0,1559.489,1413.7224,0,1602.1218,2982.193,8446.973,1987.9602,13279.535,1454.0024,3703.4565,7355.3003,9455.448,0,0,4430.393,2466.7505,1712.3965,1566.307,0,0,7471.927,8900.636,0,0,0,1745.8547,0,2312.0881,4859.963,3418.1392,0,
7423,191.17922990391875,6.399588,,,,490,,,,,,,0,0,0,0,0,0,544.7422,0,0,0,796.3703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22722.338,24554.69,0,0,699.1658,0,0,0,0,220.67395,770.2471,0,0,0,1342.5209,1269.4039,302.15912,0,505.4436,0,319.88138,839.3452,0,0,0,2042.0247,0,0,0,0,273.19666,0,0,0,0,0,0,0,0,9316.976,2753.91,0,0,0,0,0,0,0,0,0,0,1392.8881,0,67941.37,454.72546,7884.608,435.69473,0,11144.58,0,1402.8475,14346.395,0,0,3563.7168,499.61584,1280.1267,621.834,0,4264.223,1574.6111,716.51196,0,0,0,0,3688.391,0,0,3118.1738,0,0,2745.4592,
1021,192.0653863247502,2.3046882,,,,73,,,,,,,17495.902,15287.861,5579.2295,1540.1096,2371.3147,7105.139,0,6740.785,2361.8125,0,0,25393.625,1439.9205,7656.287,1011.8025,11835.767,29320.863,0,39146.89,0,64924.42,34834.73,21714.219,0,7744.379,99408.75,94229.45,55527.355,2893.5283,81143.55,0,66696.45,0,75646.36,0,0,385.05127,71327.03,118330.336,43631.36,4786.212,1432.4209,0,77385.516,0,0,0,0,0,0,0,48571.82,60926.785,170301.61,9985.915,45494.426,0,0,0,115679.695,0,0,0,0,0,278647.25,228534.06,73893.73,95445.234,171397.05,14980.31,86729.56,0,0,0,0,144611.08,94454.56,99266.43,356136.34,0,283378.5,0,0,372787.44,0,0,374693.22,0,0,0,0,0,0,91752.24,0,57465.785,0,52928.92,72905.22,71671.12,77402.22,56905.062,60162.66,66970.555,62412.688,66576.46,63992.24,68657.86,
663,193.06279469016297,1.9377944,,,,,,,,,,,0,0,0,0,0,0,8239.261,0,0,3429.5132,1436.2756,0,0,0,0,0,0,2963.2612,0,23268.977,0,0,0,2959.91,0,0,0,0,0,0,3070.1682,0,14687.499,0,2520.2993,1697.0048,0,0,0,0,0,0,3192.3904,0,24957.209,978.176,29773.953,32562.293,0,0,0,0,0,0,0,0,1006.0798,2754.5713,1802.9005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7355.311,0,4344.4243,0,0,0,5677.592,0,0,0,1027.9443,2680.423,9129.529,7655.717,0,7642.6147,1502.641,9943.307,3294.8381,8649.247,1339.5835,2761.101,4274.375,3395.4946,2416.5955,4957.8545,6818.0674,5420.131,6955.985,
4277,193.12233792802627,4.233282,,,,216,,,,,,,0,0,0,0,0,0,324.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592.8154,0,507.45465,0,455.80957,0,0,0,0,0,0,0,0,0,1079.2103,0,821.9327,2676.8948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9471.924,0,11990.796,0,0,0,33144.13,0,0,0,23495.826,26337.844,13839.639,22992.572,0,28077.229,0,35012.066,0,919.67847,0,1409.3363,0,2756.0105,947.5718,0,0,1391.645,1993.8625,
3237,193.12235626158795,3.509323,,,,67,,,,,,,0,0,587.5963,0,199.17741,0,0,2137.5574,1267.222,0,0,0,4477.0156,3325.5369,2042.5436,1854.7268,5334.136,0,0,0,0,0,0,0,2852.772,0,0,0,6146.1816,0,0,0,0,0,0,0,2441.8052,7321.835,0,623.59534,8853.946,9872.851,0,0,0,0,0,0,0,0,0,7438.472,5529.3115,0,6239.786,8557.651,0,0,0,0,0,0,0,0,0,0,0,13682.352,0,0,8874.518,0,0,0,0,0,0,18486.29,9796.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23254.805,0,0,0,0,0,0,0,0,0,2002.8638,0,0,0,0,
330,194.1151958214673,1.0779479,,,,,,,,,,,8557.961,7616.8115,0,0,0,0,0,0,0,0,0,11370.33,0,0,0,0,0,0,7621.937,0,5595.662,5985.093,5078.092,0,0,9982.117,5314.759,9804.92,0,12767.829,0,13449.256,0,6358.5586,0,0,0,0,10251.801,0,0,0,0,9968.209,0,0,0,0,0,0,0,0,0,116058.35,0,0,0,0,0,8213.758,0,0,0,0,0,8174.713,28590.53,0,7877.505,3141.0806,0,4925.875,0,165.53748,0,0,10238.02,0,0,7446.8906,0,7150.4014,0,0,5903.3276,0,0,3767.1992,0,0,0,0,0,0,0,0,5940.091,0,4057.1562,1410.9237,7547.449,5386.301,3514.776,3132.7495,2535.8594,1559.8168,4400.6396,2787.8135,4054.0103,
130,194.11745952959868,0.75948924,,,,,,,,,,,0,219.63446,19902.156,20560.4,52001.45,38156.61,532.0685,35067.906,37690.13,2870.2852,549.20984,0,21870.865,50080.74,19390.016,38565.8,65278.215,1279.4735,413.13663,1324.7482,640.64777,288.14178,0,1970.5334,22520.262,568.71875,0,313.22763,40042.934,772.9238,737.78394,0,782.1207,799.84247,3131.607,687.75287,20773.701,83897.66,235.87537,36659.887,32737.924,32257.783,4064.4878,338.7133,724.0853,1794.2286,1494.7615,630.4354,0,0,0,48340.92,56700.6,581.6963,46543.676,38387.277,891.7903,4509.1353,4914.1797,422.07764,0,0,0,0,0,0,1579.4762,83184.945,0,1458.739,29838.299,0,0,0,0,0,0,115432.48,122352.734,1276.4404,1624.4343,0,1621.0929,0,927.60254,0,4643.012,1382.0045,0,0,3352.0488,9629.598,946.7728,4376.415,126944.43,1820.1566,55115.125,3755.3794,7872.7163,50698.875,62882.41,66714.52,17773.38,51385.93,58783.723,50508.723,7426.554,16226.622,62492.574,
158,194.13928891036406,0.7220285,,,,,,,,,,,0,0,180.83339,0,204.71964,0,179.1345,243.76254,0,0,0,0,0,449.90015,0,0,185.7753,281.79205,0,215.07954,0,0,0,347.23,0,0,0,0,0,638.8862,373.34058,0,0,212.7777,501.17355,405.27734,285.84277,7093.1606,0,1000.9425,0,0,382.98053,0,990.49695,245.78697,351.0686,891.89954,0,0,0,781.69257,3324.0417,366.18558,0,3635.0374,287.36243,242.55067,294.96524,0,0,0,0,0,0,1587.9106,794.9557,1676.9949,342.4817,415.4039,0,0,0,0,0,0,381.29123,26012.643,16121.912,2693.6367,537.0134,678.6733,1515.8395,0,797.45123,0,7177.1064,2564.1992,0,0,2529.2402,19535.662,2335.9663,8816.969,77383.73,4301.539,1612.2977,8534.822,526.8639,1671.2827,1349.8894,820.36426,1415.8685,978.99695,1380.8894,888.1849,706.9786,1717.2252,3417.67,
1460,195.06518939823746,2.6678758,,,,,,,,,,,0,0,0,0,1095.1891,0,0,0,0,0,0,0,0,0,0,0,562.9144,0,0,0,1214.9855,0,0,0,0,0,0,0,0,0,0,0,0,6127.412,0,0,0,1692.794,0,20405.51,0,0,0,0,0,0,0,0,0,0,0,0,9102.18,1837.8208,0,448.42114,0,0,0,0,0,0,0,0,0,805.59894,13732.794,6872.175,0,3833.5713,0,0,0,0,0,0,38586.863,39154.05,3867.0134,1656.6465,0,0,0,0,4113.9604,0,0,0,0,0,0,0,0,0,16285.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
709,195.08760774870953,1.9861121,,,,,,,,,,,0,0,0,225.16275,0,0,24456.37,0,0,15142.411,16576.393,236.56915,0,0,0,0,0,98815.44,1775.5603,39566.75,12955.089,708.73206,286.86597,82569.88,0,2596.095,8768.064,25103.117,0,15431.738,94202.68,1212.7454,49153.637,12403.058,33156.676,118456.19,0,1478.5167,1459.7886,1028.9299,224.6992,0,86664.8,8535.268,130610.17,76396.26,95677.336,121294.33,0,0,0,1058.1533,15035.335,38093.01,0,1325.4211,101795.414,124598.76,102942.61,3008.86,0,0,0,0,0,63419.26,75353.55,1565.7322,4267.1396,39475.36,197.83275,2135.2866,0,0,0,0,32798.67,3614.592,5932.1797,151073.75,94567.305,60826.65,116117.625,0,101948.07,0,233167.47,99703.61,0,0,212708.72,257016.5,115317.45,181871.9,5776.961,229604.8,143790.19,256497.52,131581.77,151014.48,129772.48,148309.64,158712.17,127329.28,154762.77,137493.64,129071.75,156470.3,135533.36,
4924,195.10153522784822,4.750662,,,,,,,,,,,27289.55,26522.967,26981.611,25504.03,27307.074,29545.443,32994.934,34152.766,37599.773,30556.957,32910.78,29749.861,32317.64,26241.861,30360.607,30237.094,36556.863,36973.145,35715.004,32316.936,33401.582,33306.85,29642.582,32003.812,30588.686,34587.316,37034.96,23307.55,32033.81,24302.719,35331.887,29098.697,35692.215,31085.473,37960.34,30450.889,34209.176,32405.633,30703.504,34210.746,30909.42,36483.574,34296.992,33058.617,33665.047,31146.57,35893.95,38582.73,23248.605,25708.484,26672.848,29649.604,30235.705,23556.027,28469.674,29899.22,35390.445,32979.277,27236.713,28449.758,24351.443,24753.373,28200.822,32719.756,33734.32,28196.238,25646.68,30538.498,32124.354,25400.598,39450.426,32220.225,27466.59,31490.541,24800.14,28282.83,28692.398,24539.117,35749.75,26334.094,25428.107,28838.64,27325.777,31863.164,34236.26,34200.043,27769.232,27016.285,27152.293,28818.473,25096.918,22148.814,30268.582,31283.535,29841.482,30128.771,31242.598,28253.24,27958.258,33710.676,23040.51,34050.375,32224.139,23875.662,32984.727,27465.236,29121.352,31458.096,32356.53,
15,195.12261794504073,0.5202839,,,,114,,,,,,,470112.12,165897.77,57478.81,260695.66,286430.84,145323.92,545639.8,156155.17,676677.4,328698.56,252899.44,292083.94,323958.1,273476.97,228257.19,214391.14,512055.3,425699.94,402950.44,352724.44,635211.06,465078.88,212762.75,620983.94,273488.25,367291.0,101107.05,848681.2,235828.89,257011.58,356726.2,102313.48,436468.38,204392.08,147875.31,831736.2,268546.56,71957.734,324009.56,51743.21,123492.734,96647.54,206185.84,187875.5,675296.44,274863.34,126074.61,1242334.4,0,0,0,93109.39,30090.605,38407.086,282188.75,59390.75,331135.12,254532.47,316738.47,240189.34,0,0,0,6144.6826,644.7372,34696.586,10330.312,41217.844,327001.4,74736.61,398732.7,269683.8,890.7648,1958.998,0,346.31924,23372.102,157999.92,132671.83,42728.867,24226.87,48186.0,15021.075,207.11588,10664.646,489.35736,28472.61,11579.642,1039.6067,216.7988,39030.625,2977.213,41084.246,53217.17,94025.664,37530.793,981712.3,115217.1,1669325.1,451246.16,1200265.6,1506900.0,377789.2,1968753.1,1443963.9,1661662.6,1548068.6,2241698.5,1379198.4,
3747,195.1379293147172,3.7699392,,,,,,,,,,,2346.837,2457.9712,13147.88,9127.971,22487.213,33408.297,1745.2084,21570.889,26779.062,0,0,4079.0571,7685.375,22682.504,6080.539,20235.21,28380.777,0,6310.6084,840.3695,10189.644,7618.9805,1964.3708,0,2038.7816,9300.924,8378.68,1633.5232,3594.4507,6661.137,317.54987,5012.6743,782.5445,12717.33,724.95483,0,3900.0579,13287.298,5120.212,1227.0295,6012.2485,2615.6458,0,3059.3667,1102.1654,0,817.7261,659.7524,0,0,0,18033.338,1851.3529,1199.6575,7844.0254,2554.3123,0,0,0,9072.889,0,0,0,0,0,12044.494,7073.474,5908.7095,8428.398,3180.2244,3623.5005,5078.6274,0,0,0,0,3097.675,20362.22,6053.92,7073.993,0,7483.604,0,0,12367.243,0,0,14522.525,0,0,0,0,0,0,6347.755,0,9629.228,0,1285.0225,10549.331,8417.482,11805.713,11267.977,1031.7375,9209.072,7610.7437,6185.8267,1665.6235,9606.735,
3050,195.1379795097506,3.4325702,,,,,,,,,,,0,0,6608.241,1708.1434,17189.158,26262.148,0,7048.05,17336.242,0,0,0,1487.0984,7501.1084,879.57776,14247.447,23182.74,0,0,0,0,0,0,0,1584.6902,0,0,0,9552.023,0,0,0,0,0,0,0,0,15375.96,0,9311.853,662.8508,1312.833,0,0,0,0,0,0,0,0,0,24162.71,8825.581,0,1416.2754,10455.41,0,0,0,0,0,0,0,0,0,0,0,6255.644,0,0,1252.2297,0,0,0,0,0,0,23847.346,8593.533,0,0,0,0,0,844.82434,0,0,0,0,0,0,0,0,0,40404.05,0,2090.848,0,2017.6759,2122.7217,0,0,0,0,0,0,0,0,409.30768,
2040,195.14914759644762,2.9847817,,,,12,,,,,,,6820.157,27040.754,0,0,2154.4788,351.00986,0,0,557.1594,0,0,7531.246,0,0,0,0,688.0077,0,78257.42,0,161793.62,111532.26,69613.44,0,0,87128.5,217133.6,629516.6,0,269270.7,0,120700.41,0,192818.97,0,0,0,0,271261.22,0,652.9291,0,0,270459.78,0,0,0,0,0,0,0,0,0,66901.11,1951.1073,0,0,0,0,95174.12,0,0,0,0,0,137295.75,87523.484,0,137545.25,67504.945,0,82862.09,0,0,0,0,55004.766,1162.6643,0,90867.08,0,137560.3,0,0,160474.6,0,0,366992.4,0,0,0,0,0,0,0,0,116977.77,0,233523.77,202629.4,149951.0,211857.03,264153.84,444138.47,227376.86,87060.94,208237.08,220341.03,200879.52,
1703,196.01674123654587,2.7754421,,,,,,,,,,,6789.457,2186.0637,1397.8678,2052.5083,1943.8579,3338.9048,0,2491.0566,3218.936,0,0,2316.2134,12418.326,1394.0425,2618.7402,875.634,1118.7961,0,4516.956,0,2303.5352,2402.0283,1430.9415,0,11322.338,4201.552,3335.23,2138.9692,3016.6382,0,0,2759.662,0,1699.4231,0,0,2306.5037,5639.5957,3874.4072,1105.2805,933.30676,2975.6287,0,2732.837,0,0,0,0,4608.751,2368.472,5183.1035,2825.9268,1626.133,1900.7444,1502.4639,14188.811,0,0,0,902.411,5000.45,3730.481,3511.5488,7233.336,1605.3239,1153.6095,1071.6729,883.61426,1655.564,6177.2217,11122.757,2672.742,8149.0854,2310.592,2897.602,891.0186,1865.5161,6340.4985,1007.9784,0,0,0,0,6902.63,0,21581.098,0,0,2808.8586,2563.6238,0,0,0,0,2036.3628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2170,196.01677504334714,3.0295866,,,,,,,,,,,6789.457,2747.0825,6018.555,2525.2422,2669.895,3338.9048,1734.1948,5174.156,1689.3438,951.67645,1962.3058,2845.401,6372.631,4334.7676,4090.2935,9875.74,1890.8267,582.9676,4516.956,0,2303.5352,0,1625.3475,3190.518,7132.1245,0,3335.23,4101.866,2686.7227,0,0,1393.8392,0,0,1363.2069,870.3801,2306.5037,943.5157,3874.4072,3328.2693,6892.1,7054.047,1522.4202,2347.694,0,1985.5626,0,0,4608.751,2633.8528,6403.1855,980.12195,1626.133,0,4040.496,1990.4181,1472.0258,0,1253.509,1410.2242,3799.7024,22858.227,4372.8486,4053.0166,12111.552,0,0,883.61426,2803.4375,2286.337,1763.5703,2672.742,52458.242,4659.711,713.95215,1704.4932,0,1178.7944,1060.573,0,0,0,0,1582.9658,0,3104.9336,0,0,7647.7603,4200.35,0,0,0,0,526.54785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,196.09677021856677,0.5519455,,,,,,,,,,,0,0,896.1483,391.20325,5030.2476,2376.8071,8991.923,2909.9175,18594.062,880.9789,7738.502,0,880.5636,2427.9653,4328.7876,2302.0151,9135.639,1260.952,808.8189,1845.3634,2186.7368,314.9757,825.47034,2518.52,2012.5215,0,0,6996.0396,3582.1106,0,4252.407,0,6824.0693,2894.6504,8864.168,13842.555,629.0945,18599.121,0,14823.359,15479.724,1138.2024,7310.718,0,42025.652,1521.1647,2062.2356,50803.633,0,0,0,12845.734,2087.4468,890.93823,1616.9314,1373.8662,16474.092,17191.982,6019.285,0,0,0,0,0,0,2025.794,429.24915,20724.234,0,0,1158.2781,0,0,0,0,0,1172.2515,7128.2534,43340.19,1383.7769,10283.154,0,9271.411,0,1383.168,0,28182.943,1867.7214,0,0,23070.566,5707.0044,9498.766,16410.938,19671.344,13719.973,6690.188,81112.0,42893.63,65924.46,43312.184,46950.918,64135.754,45650.594,49588.117,25404.082,28700.408,61907.96,50867.562,
19,196.12599536092304,0.5201806,,,,,,,,,,,22739.785,7217.4487,452.76266,7211.6304,22865.389,8207.181,29698.371,9247.587,10079.7705,5394.0244,5778.0635,7502.043,25623.988,18113.842,8878.493,4745.9277,21623.992,15121.832,13030.803,3229.3364,48594.367,9845.432,17927.975,8602.8125,6527.421,15837.346,15459.33,73591.05,9856.91,42792.89,11746.274,9126.101,28229.105,3950.8728,12603.268,51554.543,10249.057,0,19782.787,0,3114.1191,4775.27,5707.126,18067.916,34695.453,21141.002,18285.73,94472.516,0,0,0,0,1064.9844,0,13859.472,0,19533.508,4103.0483,1742.1824,6114.9287,0,0,0,0,0,0,0,0,14524.905,0,17208.367,19006.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150237.23,0,56997.94,182178.38,69582.71,132334.77,132595.84,147975.47,118406.76,28977.61,31079.723,186563.75,40883.383,
